Timestamp,FruitGiven,FruitRecognized
2024-11-15T13:52:08.783877,pear,pear
2024-11-15T13:52:21.685727,orange,apple
2024-11-15T13:52:30.399639,orange,orange
2024-11-15T13:52:35.899010,orange,orange
2024-11-15T13:52:48.937873,pear,pear
2024-11-15T13:52:52.961083,pear,pear
2024-11-15T13:53:02.040202,pear,apple
2024-11-15T13:53:04.870447,pear,apple
2024-11-15T13:53:10.712381,pear,pear
2024-11-15T13:53:22.678920,apple,apple
2024-11-15T13:53:33.154293,apple,apple
2024-11-15T13:53:48.711565,pear,pear
2024-11-15T13:53:52.293435,pear,pear
2024-11-15T13:53:56.987603,pear,pear
2024-11-15T13:54:01.281629,orange,orange
2024-11-15T13:54:16.386424,apple,apple
2024-11-15T13:54:33.118302,pear,apple
2024-11-15T13:54:42.285506,pear,pear
2024-11-15T13:54:46.219469,apple,apple
2024-11-15T13:55:04.772049,pear,pear
2024-11-15T13:55:14.117926,pear,orange
2024-11-15T13:55:18.586295,pear,pear
2024-11-15T13:55:21.979708,pear,pear
2024-11-15T13:55:34.560405,orange,orange
2024-11-15T13:55:44.465873,pear,pear
2024-11-15T13:55:53.942031,apple,apple
2024-11-15T13:56:02.449688,apple,apple
2024-11-15T13:56:07.237028,apple,apple
2024-11-15T13:56:19.602241,apple,apple
2024-11-15T13:56:36.464379,pear,apple
2024-11-15T13:56:44.650011,pear,pear
2024-11-15T13:56:51.896947,pear,orange
2024-11-15T13:56:55.226406,pear,pear
2024-11-15T13:57:04.750530,apple,apple
2024-11-15T13:57:25.061807,orange,orange
2024-11-15T13:57:27.563233,orange,orange
2024-11-15T13:57:33.614897,apple,apple
2024-11-15T13:57:35.989102,apple,apple
2024-11-15T13:57:42.055035,apple,apple
2024-11-15T13:57:59.223288,pear,pear
2024-11-15T13:58:04.532870,orange,apple
2024-11-15T13:58:11.022970,orange,orange
2024-11-15T13:58:18.163000,apple,apple
2024-11-15T13:58:32.450536,apple,apple
2024-11-15T13:58:42.538817,orange,orange
2024-11-15T13:58:47.963232,orange,orange
2024-11-15T13:58:50.898067,orange,orange
2024-11-15T13:58:56.792879,orange,orange
2024-11-15T13:58:59.750383,orange,orange
2024-11-15T13:59:04.437150,orange,orange
2024-11-15T13:59:09.864648,apple,apple
2024-11-15T13:59:25.533098,orange,apple
2024-11-15T13:59:33.397790,orange,orange
2024-11-15T13:59:39.423465,pear,pear
2024-11-15T13:59:47.911446,apple,pear
2024-11-15T13:59:51.784435,orange,apple
2024-11-15T13:59:59.039304,orange,orange
2024-11-15T14:00:11.083697,orange,apple
2024-11-15T14:00:15.338840,pear,apple
2024-11-15T14:00:32.519165,orange,apple
2024-11-15T14:00:41.124192,orange,orange
2024-11-15T14:00:48.326046,orange,orange
2024-11-15T14:00:51.784161,orange,orange
2024-11-15T14:00:57.692954,apple,apple
2024-11-15T14:00:58.718844,orange,apple
2024-11-15T14:01:01.759779,orange,orange
2024-11-15T14:01:12.018006,apple,apple
2024-11-15T14:01:22.251639,apple,apple
2024-11-15T14:01:25.966915,apple,apple
2024-11-15T14:01:42.073845,pear,pear
2024-11-15T14:01:46.961974,orange,pear
2024-11-15T14:01:49.427114,orange,orange
2024-11-15T14:01:55.148091,apple,apple
2024-11-15T14:01:57.514249,apple,apple
2024-11-15T14:02:03.399306,apple,apple
2024-11-15T14:02:20.229908,apple,apple
2024-11-15T14:02:30.057055,apple,apple
2024-11-15T14:02:40.149343,apple,apple
2024-11-15T14:02:49.465200,orange,apple
2024-11-15T14:02:53.571611,orange,orange
2024-11-15T14:03:00.274127,apple,apple
2024-11-15T14:03:12.047977,apple,apple
2024-11-15T14:03:23.776350,apple,apple
2024-11-15T14:03:30.687124,orange,orange
2024-11-15T14:03:34.435833,pear,apple
2024-11-15T14:03:39.498802,apple,apple
2024-11-15T14:03:43.631076,apple,apple
2024-11-15T14:04:11.062683,orange,orange
2024-11-15T14:04:15.622036,orange,apple
2024-11-15T14:04:21.624928,orange,orange
2024-11-15T14:04:28.592572,pear,apple
2024-11-15T14:04:37.277807,pear,pear
2024-11-15T14:04:44.466527,orange,apple
2024-11-15T14:04:47.616605,orange,orange
2024-11-15T14:04:54.094594,orange,orange
2024-11-15T14:05:06.639256,orange,apple
2024-11-15T14:05:23.420455,apple,orange
2024-11-15T14:05:27.129195,apple,apple
2024-11-15T14:05:35.706971,pear,apple
2024-11-15T14:05:56.186073,pear,pear
2024-11-15T14:06:02.434885,pear,orange
2024-11-15T14:06:07.302269,pear,apple
2024-11-15T14:06:21.464663,apple,apple
2024-11-15T14:06:35.621827,pear,apple
2024-11-15T14:06:51.855934,apple,orange
2024-11-15T14:06:56.122584,pear,apple
2024-11-15T14:06:59.374707,pear,pear
2024-11-15T14:07:04.671471,orange,orange
2024-11-15T14:07:08.259060,pear,pear
2024-11-15T14:07:19.370105,pear,pear
2024-11-15T14:07:27.954456,pear,apple
2024-11-15T14:07:36.497482,pear,apple
2024-11-15T14:07:49.671372,pear,pear
2024-11-15T14:07:55.695475,orange,pear
2024-11-15T14:08:08.699353,pear,orange
2024-11-15T14:08:13.351876,apple,pear
2024-11-15T14:08:16.172416,apple,apple
2024-11-15T14:09:13.359607,pear,apple
2024-11-15T14:09:30.487494,pear,apple
2024-11-15T14:09:39.313877,pear,pear
2024-11-15T14:09:43.726718,orange,orange
2024-11-15T14:09:49.100156,apple,apple
2024-11-15T14:10:05.666696,apple,apple
2024-11-15T14:10:22.135367,apple,apple
2024-11-15T14:10:36.293343,orange,apple
2024-11-15T14:10:44.931586,orange,orange
2024-11-15T14:10:50.081187,pear,pear
2024-11-15T14:10:57.711271,pear,apple
2024-11-15T14:11:00.279764,pear,apple
2024-11-15T14:11:12.951271,pear,pear
2024-11-15T14:11:21.831633,apple,apple
2024-11-15T14:11:36.171468,orange,orange
2024-11-15T14:11:41.349291,orange,apple
2024-11-15T14:11:49.149151,orange,apple
2024-11-15T14:11:59.429634,orange,orange
2024-11-15T14:12:03.971383,pear,apple
2024-11-15T14:12:19.818055,orange,apple
2024-11-15T14:12:29.412685,apple,apple
2024-11-15T14:12:47.347748,apple,apple
2024-11-15T14:14:16.579193,apple,apple
2024-11-15T14:14:16.943404,apple,apple
2024-11-15T14:14:17.323799,apple,apple
2024-11-15T14:14:18.634807,apple,apple
2024-11-15T14:14:19.027463,apple,apple
2024-11-15T14:14:20.310256,apple,apple
2024-11-15T14:14:20.645619,apple,apple
2024-11-15T14:15:59.994234,apple,apple
2024-11-15T14:16:14.428466,orange,orange
2024-11-15T14:16:18.614215,apple,apple
2024-11-15T14:16:22.804928,apple,apple
2024-11-15T14:16:29.410395,orange,orange
2024-11-15T14:16:36.300102,orange,apple
2024-11-15T14:16:49.007280,orange,orange
2024-11-15T14:16:56.707467,apple,apple
2024-11-15T14:17:58.595681,orange,orange
2024-11-15T14:18:03.521662,pear,pear
2024-11-15T14:18:11.168062,orange,orange
2024-11-15T14:18:15.720872,orange,apple
2024-11-15T14:18:24.669541,orange,orange
2024-11-15T14:18:35.646693,apple,apple
2024-11-15T14:18:45.436318,apple,apple
2024-11-15T14:18:56.784638,pear,apple
2024-11-15T14:36:18.644227,apple,orange
2024-11-15T14:36:22.162271,pear,apple
2024-11-15T14:36:30.146153,pear,pear
2024-11-15T14:36:35.531741,apple,apple
2024-11-15T14:36:54.216535,apple,apple
2024-11-15T14:36:57.255525,apple,apple
2024-11-15T14:37:09.946630,orange,orange
2024-11-15T14:37:13.223212,orange,orange
2024-11-15T14:37:18.270272,apple,apple
2024-11-15T14:37:27.128315,orange,empty
2024-11-15T14:37:31.206371,orange,orange
2024-11-15T14:37:39.685189,orange,orange
2024-11-15T14:37:44.051414,pear,orange
2024-11-15T14:37:46.479478,pear,pear
2024-11-15T14:37:52.605356,pear,pear
2024-11-15T14:37:56.505271,pear,pear
2024-11-15T14:38:07.156225,orange,orange
2024-11-15T14:38:19.947460,orange,orange
2024-11-15T14:38:29.461141,pear,pear
2024-11-15T14:38:36.808088,pear,pear
2024-11-15T14:38:40.948092,pear,pear
2024-11-15T14:38:48.455781,apple,pear
2024-11-15T14:38:59.232204,apple,apple
2024-11-15T14:39:20.959717,orange,orange
2024-11-15T14:39:26.999617,pear,pear
2024-11-15T14:39:33.375287,apple,apple
2024-11-15T14:39:44.072672,pear,apple
2024-11-15T14:39:53.208829,pear,pear
2024-11-15T14:39:59.454171,orange,orange
2024-11-15T14:40:02.900399,orange,orange
2024-11-15T14:40:07.875589,pear,pear
2024-11-15T14:40:16.061156,pear,orange
2024-11-15T14:40:20.298202,apple,pear
2024-11-15T14:40:24.276282,apple,apple
2024-11-15T14:40:33.673887,orange,orange
2024-11-15T14:40:38.225166,apple,apple
2024-11-15T14:40:54.190767,apple,apple
2024-11-15T14:41:03.000927,apple,apple
2024-11-15T14:41:09.288410,pear,apple
2024-11-15T14:41:16.690036,pear,pear
2024-11-15T14:41:22.254063,orange,orange
2024-11-15T14:41:29.350407,pear,apple
2024-11-15T14:41:39.719419,apple,pear
2024-11-15T14:41:43.309327,apple,apple
2024-11-15T14:41:53.040018,pear,pear
2024-11-15T14:41:56.308804,orange,orange
2024-11-15T14:42:01.147974,pear,empty
2024-11-15T14:42:14.745376,orange,apple
2024-11-15T14:42:21.969715,orange,orange
2024-11-15T14:42:29.704268,apple,apple
2024-11-15T14:42:37.601270,apple,apple
2024-11-15T14:42:54.618460,apple,orange
2024-11-15T14:42:59.222186,pear,apple
2024-11-15T14:43:06.964038,pear,pear
2024-11-15T14:43:13.800882,apple,apple
2024-11-15T14:43:22.972150,pear,pear
2024-11-15T14:43:32.606358,pear,pear
2024-11-15T14:43:40.192171,pear,apple
2024-11-15T14:43:42.863678,pear,apple
2024-11-15T14:43:48.906211,pear,pear
2024-11-15T14:44:01.041948,orange,apple
2024-11-15T14:44:03.700919,orange,orange
2024-11-15T14:44:12.504183,apple,apple
2024-11-15T14:44:28.536098,apple,orange
2024-11-15T14:44:32.039459,apple,apple
2024-11-15T14:44:35.464514,apple,apple
2024-11-15T14:44:50.301579,apple,apple
2024-11-15T14:45:07.735439,orange,pear
2024-11-15T14:45:09.826233,orange,orange
2024-11-15T14:45:16.560748,pear,apple
2024-11-15T14:45:19.012343,pear,pear
2024-11-15T14:45:24.539291,pear,pear
2024-11-15T14:45:30.819684,pear,pear
2024-11-15T14:45:39.910971,pear,pear
2024-11-15T14:45:52.087438,orange,orange
2024-11-15T14:46:03.075600,apple,apple
2024-11-15T14:46:07.780652,orange,orange
2024-11-15T14:46:12.550322,pear,pear
2024-11-15T14:46:17.935407,pear,pear
2024-11-15T14:46:23.382901,apple,apple
2024-11-15T14:46:28.277276,apple,apple
2024-11-15T14:46:34.308954,pear,pear
2024-11-15T14:46:38.205022,orange,orange
2024-11-15T14:46:44.727847,apple,apple
2024-11-15T14:46:48.317853,apple,apple
2024-11-15T14:47:04.846773,apple,orange
2024-11-15T14:47:09.421854,pear,apple
2024-11-15T14:47:11.612820,pear,pear
2024-11-15T14:47:17.874561,apple,apple
2024-11-15T14:47:26.488803,apple,apple
2024-11-15T14:47:42.938986,orange,apple
2024-11-15T14:47:53.089945,orange,orange
2024-11-15T14:47:56.590774,orange,orange
2024-11-15T14:48:02.347129,apple,apple
2024-11-15T14:48:10.537273,apple,apple
2024-11-15T14:48:19.738054,pear,pear
2024-11-15T14:48:27.965825,pear,pear
2024-11-15T14:48:32.591208,apple,pear
2024-11-15T14:48:34.911836,apple,apple
2024-11-15T14:49:02.477099,pear,pear
2024-11-15T14:49:11.166370,pear,apple
2024-11-15T14:49:21.424950,pear,pear
2024-11-15T14:49:29.835274,apple,apple
2024-11-15T14:49:43.921071,pear,pear
2024-11-15T14:49:49.347272,apple,apple
2024-11-15T14:49:55.261636,apple,apple
2024-11-15T14:50:06.956237,orange,pear
2024-11-15T14:50:09.201304,orange,orange
2024-11-15T14:50:14.990398,pear,pear
2024-11-15T14:50:19.189295,orange,orange
2024-11-15T14:50:25.682794,orange,orange
2024-11-15T14:50:37.586907,apple,orange
2024-11-15T14:50:41.756014,apple,apple
2024-11-15T14:50:52.109964,pear,pear
2024-11-15T14:50:56.743009,pear,pear
2024-11-15T14:51:01.414212,apple,apple
2024-11-15T14:51:22.525749,apple,orange
2024-11-15T14:51:24.955644,apple,apple
2024-11-15T14:51:25.282704,apple,apple
2024-11-15T14:51:36.074830,apple,pear
2024-11-15T14:51:38.968297,apple,apple
2024-11-15T14:51:44.070039,orange,orange
2024-11-15T14:51:52.439450,pear,apple
2024-11-15T14:52:00.356368,pear,pear
2024-11-15T14:52:05.618433,orange,orange
2024-11-15T14:52:10.285536,apple,apple
2024-11-15T14:52:24.797710,apple,apple
2024-11-15T14:52:30.586658,orange,orange
2024-11-15T14:52:35.639953,apple,apple
2024-11-15T14:52:44.834510,apple,apple
2024-11-15T14:52:54.720649,apple,apple
2024-11-15T14:53:07.346229,pear,pear
2024-11-15T14:53:12.170380,apple,pear
2024-11-15T14:53:15.163640,apple,apple
2024-11-15T14:53:29.787891,orange,apple
2024-11-15T14:53:46.726930,apple,apple
2024-11-15T14:53:55.605091,apple,apple
2024-11-15T14:54:10.822899,pear,pear
2024-11-15T14:54:14.169081,orange,orange
2024-11-15T14:54:20.930290,apple,apple
2024-11-15T14:54:24.098837,apple,apple
2024-11-15T14:54:38.512670,apple,apple
2024-11-15T14:54:58.941650,apple,apple
2024-11-15T14:55:09.977461,orange,apple
2024-11-15T14:55:17.803588,orange,orange
2024-11-15T14:55:23.393534,orange,orange
2024-11-15T14:55:31.572160,pear,pear
2024-11-15T14:55:35.841042,orange,pear
2024-11-15T14:55:39.023933,orange,orange
2024-11-15T14:55:45.127200,orange,orange
2024-11-15T14:55:52.903412,pear,pear
2024-11-15T14:56:01.162739,pear,apple
2024-11-15T14:56:15.903753,orange,orange
2024-11-15T14:56:22.799496,orange,orange
2024-11-15T14:56:30.749084,pear,pear
2024-11-15T14:56:34.118545,orange,orange
2024-11-15T14:56:39.090953,apple,apple
2024-11-15T14:57:29.019241,apple,apple
2024-11-15T15:53:28.818821,pear,pear
2024-11-15T15:53:32.975563,apple,apple
2024-11-15T15:53:37.809070,orange,apple
2024-11-15T15:53:43.478656,apple,apple
2024-11-15T15:53:57.166991,apple,apple
2024-11-15T15:54:04.170247,orange,apple
2024-11-15T15:54:06.578835,orange,orange
2024-11-15T15:54:11.718661,pear,pear
2024-11-15T15:54:19.469937,apple,apple
2024-11-15T15:54:29.415298,apple,apple
2024-11-15T15:54:40.577568,apple,apple
2024-11-15T15:54:53.394314,pear,apple
2024-11-15T15:54:58.326757,pear,apple
2024-11-15T15:55:05.081170,pear,apple
2024-11-15T15:55:26.487437,pear,apple
2024-11-15T15:55:33.344077,apple,apple
2024-11-15T15:56:08.559728,apple,apple
2024-11-15T15:56:13.065088,pear,apple
2024-11-15T15:56:20.601497,orange,orange
2024-11-15T15:56:26.691787,pear,apple
2024-11-15T15:56:30.277653,pear,apple
2024-11-15T15:56:35.634425,apple,apple
2024-11-15T15:56:50.236252,apple,apple
2024-11-15T15:56:55.380960,apple,apple
2024-11-15T15:57:02.587543,orange,orange
2024-11-15T15:57:07.853025,pear,orange
2024-11-15T15:57:11.517856,pear,apple
2024-11-15T15:57:15.625798,apple,apple
2024-11-15T15:57:25.701905,pear,apple
2024-11-15T15:57:36.049944,apple,apple
2024-11-15T15:57:42.303880,orange,apple
2024-11-15T15:57:53.807045,orange,orange
2024-11-15T15:57:58.416548,apple,apple
2024-11-15T15:58:05.033332,pear,apple
2024-11-15T15:58:07.354949,pear,apple
2024-11-15T15:58:13.647773,pear,apple
2024-11-15T15:58:19.293646,orange,orange
2024-11-15T15:58:30.470984,orange,orange
2024-11-15T15:58:43.456596,pear,apple
2024-11-15T15:58:48.223618,orange,orange
2024-11-15T15:58:53.059226,apple,apple
