Timestamp,FruitGiven,FruitRecognized
2024-11-11T19:39:58.960507,orange,orange
2024-11-11T19:40:02.217172,orange,orange
2024-11-11T19:40:05.407915,orange,orange
2024-11-11T19:40:08.278835,orange,pear
2024-11-11T19:40:11.738578,orange,orange
2024-11-11T19:40:14.836580,orange,orange
2024-11-11T19:40:51.244647,orange,orange
2024-11-11T19:40:53.328627,orange,orange
2024-11-11T19:40:56.493545,orange,pear
2024-11-11T19:41:00.963017,orange,orange
2024-11-11T19:41:06.149502,orange,orange
2024-11-11T19:41:09.284966,orange,orange
2024-11-11T19:41:12.324634,orange,orange
2024-11-11T19:41:13.642743,orange,orange
2024-11-11T19:41:16.244429,orange,orange
2024-11-11T19:41:20.551630,orange,orange
2024-11-11T19:41:22.006827,orange,orange
2024-11-11T19:41:24.575230,orange,orange
2024-11-11T19:41:27.505871,orange,orange
2024-11-11T19:41:30.858524,orange,pear
2024-11-11T19:41:33.936898,orange,orange
2024-11-11T19:41:37.043199,orange,orange
2024-11-11T19:41:41.264163,orange,orange
2024-11-11T19:41:43.326958,orange,orange
2024-11-11T19:41:46.791873,orange,pear
2024-11-11T19:41:49.520147,orange,orange
2024-11-11T19:41:54.145186,orange,orange
2024-11-11T19:41:58.363911,orange,orange
2024-11-11T19:42:00.730870,orange,orange
2024-11-11T19:42:02.340798,orange,orange
2024-11-11T19:42:04.928231,orange,orange
2024-11-11T19:42:08.184300,orange,orange
2024-11-11T19:42:11.068994,orange,pear
2024-11-11T19:42:14.129673,orange,pear
2024-11-11T19:42:18.086504,orange,orange
2024-11-11T19:42:24.022262,orange,orange
2024-11-11T19:42:25.447899,orange,orange
2024-11-11T19:42:26.675162,orange,orange
2024-11-11T19:42:32.107791,orange,orange
2024-11-11T19:42:33.767299,orange,orange
2024-11-11T19:42:36.128306,orange,orange
2024-11-11T19:42:39.325251,orange,orange
2024-11-11T19:42:42.434661,orange,orange
2024-11-11T19:42:45.801298,orange,pear
2024-11-11T19:42:48.712577,orange,orange
2024-11-11T19:42:52.573820,orange,orange
2024-11-11T19:42:54.918397,orange,orange
2024-11-11T19:42:57.983082,orange,orange
2024-11-11T19:43:01.213889,orange,orange
2024-11-11T19:43:05.998901,orange,pear
2024-11-11T19:43:11.453225,orange,orange
2024-11-11T19:43:13.340593,orange,orange
2024-11-11T19:43:14.529523,orange,orange
2024-11-11T19:43:16.839094,orange,pear
2024-11-11T19:43:20.204629,orange,orange
2024-11-11T19:43:23.482545,orange,orange
2024-11-11T19:43:26.431698,orange,orange
2024-11-11T19:43:33.093625,orange,orange
2024-11-11T19:43:36.463394,orange,orange
2024-11-11T19:43:38.928202,orange,orange
2024-11-11T19:43:40.504764,orange,orange
2024-11-11T19:43:41.972047,orange,orange
2024-11-11T19:43:47.105969,orange,orange
2024-11-11T19:43:48.900967,orange,orange
2024-11-11T19:43:51.765261,orange,orange
2024-11-11T19:43:54.920762,orange,orange
2024-11-11T19:43:57.917700,orange,orange
2024-11-11T19:44:00.688308,orange,orange
2024-11-11T19:44:04.341245,orange,orange
2024-11-11T19:44:07.209009,orange,orange
2024-11-11T19:44:10.424233,orange,orange
2024-11-11T19:44:13.536737,orange,orange
2024-11-11T19:44:16.382339,orange,orange
2024-11-11T19:44:19.565687,orange,orange
2024-11-11T19:44:20.228877,orange,orange
2024-11-11T19:44:25.551655,orange,orange
2024-11-11T19:44:27.076035,orange,orange
2024-11-11T19:44:30.665826,orange,orange
2024-11-11T19:44:33.936742,orange,orange
2024-11-11T19:44:35.515307,orange,pear
2024-11-11T19:44:38.461318,orange,orange
2024-11-11T19:44:42.339918,orange,orange
2024-11-11T19:44:48.579621,orange,orange
2024-11-11T19:44:52.184684,orange,orange
2024-11-11T19:44:55.237782,orange,orange
2024-11-11T19:44:57.034557,orange,orange
2024-11-11T19:44:58.723548,orange,orange
2024-11-11T19:45:02.869416,orange,pear
2024-11-11T19:45:05.536953,orange,orange
2024-11-11T19:45:07.556138,orange,orange
2024-11-11T19:45:10.781863,orange,orange
2024-11-11T19:45:15.116615,orange,orange
2024-11-11T19:45:21.236965,orange,orange
2024-11-11T19:45:24.074345,orange,orange
2024-11-11T19:45:26.917996,orange,orange
2024-11-11T19:45:28.159325,orange,orange
2024-11-11T19:45:30.297687,orange,orange
2024-11-11T19:45:35.311031,orange,orange
2024-11-11T19:45:36.627003,orange,pear
2024-11-11T19:45:38.878115,orange,orange
2024-11-11T21:16:04.994908,orange,orange
2024-11-11T21:16:07.393525,orange,orange
2024-11-11T21:16:10.528036,orange,orange
2024-11-11T21:16:15.880363,orange,orange
2024-11-11T21:16:20.078403,orange,pear
2024-11-11T21:16:23.817024,orange,orange
2024-11-11T21:16:26.098248,orange,orange
2024-11-11T21:16:27.617613,orange,orange
2024-11-11T21:16:31.039098,orange,orange
2024-11-11T21:16:34.902623,orange,orange
2024-11-11T21:16:36.081063,orange,orange
2024-11-11T21:16:39.123549,orange,orange
2024-11-11T21:16:42.294259,orange,orange
2024-11-11T21:16:45.727980,orange,orange
2024-11-11T21:16:49.295740,orange,orange
2024-11-11T21:16:52.002857,orange,orange
2024-11-11T21:16:57.456806,orange,orange
2024-11-11T21:16:58.886496,orange,orange
2024-11-11T21:17:01.359563,orange,orange
2024-11-11T21:17:04.665988,orange,orange
2024-11-11T21:17:07.677768,orange,orange
2024-11-11T21:17:10.758288,orange,orange
2024-11-11T21:17:13.708189,orange,orange
2024-11-11T21:17:17.746971,orange,pear
2024-11-11T21:17:20.215210,orange,orange
2024-11-11T21:17:23.246233,orange,orange
2024-11-11T21:17:27.674419,orange,orange
2024-11-11T21:17:33.367556,orange,orange
2024-11-11T21:17:36.505633,orange,orange
2024-11-11T21:17:39.791630,orange,orange
2024-11-11T21:17:42.098342,orange,orange
2024-11-11T21:17:43.778260,orange,orange
2024-11-11T21:17:45.718972,orange,orange
2024-11-11T21:17:49.026489,orange,orange
2024-11-11T21:17:52.317830,orange,orange
2024-11-11T21:17:55.642282,orange,orange
2024-11-11T21:18:02.083767,orange,orange
2024-11-11T21:18:04.936577,orange,orange
2024-11-11T21:18:07.901320,orange,orange
2024-11-11T21:18:10.727925,orange,orange
2024-11-11T21:18:12.409444,orange,orange
2024-11-11T21:18:15.285805,orange,orange
2024-11-11T21:18:19.170052,orange,orange
2024-11-11T21:18:21.002965,orange,pear
2024-11-11T21:18:23.730945,orange,orange
2024-11-11T21:18:29.354866,orange,orange
2024-11-11T21:18:33.433462,orange,orange
2024-11-11T21:18:36.878789,orange,orange
2024-11-11T21:18:39.821051,orange,orange
2024-11-11T21:18:41.785047,orange,pear
2024-11-11T21:18:43.232617,orange,orange
2024-11-11T21:18:45.318183,orange,orange
2024-11-11T21:18:52.121794,orange,orange
2024-11-11T21:18:55.401072,orange,orange
2024-11-11T21:18:57.518369,orange,orange
2024-11-11T21:18:59.366267,orange,orange
2024-11-11T21:19:00.778461,orange,orange
2024-11-11T21:19:03.936413,orange,pear
2024-11-11T21:19:07.640645,orange,orange
2024-11-11T21:19:13.809211,orange,orange
2024-11-11T21:19:15.672155,orange,orange
2024-11-11T21:19:16.954371,orange,orange
2024-11-11T21:19:21.291078,orange,pear
2024-11-11T21:19:25.585507,orange,orange
2024-11-11T21:19:29.302758,orange,pear
2024-11-11T21:19:30.850413,orange,orange
2024-11-11T21:19:32.302354,orange,orange
2024-11-11T21:19:36.511857,orange,pear
2024-11-11T21:19:41.388103,orange,orange
2024-11-11T21:19:44.186429,orange,orange
2024-11-11T21:19:46.953044,orange,pear
2024-11-11T21:19:50.475754,orange,orange
2024-11-11T21:19:52.927863,orange,orange
2024-11-11T21:19:54.408314,orange,orange
2024-11-11T21:19:57.767006,orange,orange
2024-11-11T21:20:03.384998,orange,orange
2024-11-11T21:20:05.805809,orange,orange
2024-11-11T21:20:08.517763,orange,orange
2024-11-11T21:20:09.954297,orange,orange
2024-11-11T21:20:12.527710,orange,orange
2024-11-11T21:20:18.161925,orange,pear
2024-11-11T21:20:21.415349,orange,pear
2024-11-11T21:20:23.649202,orange,orange
2024-11-11T21:20:26.813439,orange,orange
2024-11-11T21:20:30.992223,orange,orange
2024-11-11T21:20:32.267457,orange,orange
2024-11-11T21:20:33.579185,orange,orange
2024-11-11T21:20:38.394701,orange,pear
2024-11-11T21:20:42.694067,orange,orange
2024-11-11T21:20:45.880146,orange,orange
2024-11-11T21:20:47.835437,orange,orange
2024-11-11T21:20:49.066362,orange,orange
2024-11-11T21:20:52.602975,orange,orange
2024-11-11T21:26:42.160883,orange,orange
2024-11-11T21:26:46.340615,orange,pear
2024-11-11T21:26:49.177721,orange,orange
2024-11-11T21:26:52.335530,orange,orange
2024-11-11T21:26:55.652736,orange,orange
2024-11-11T21:26:58.846188,orange,orange
2024-11-11T21:27:02.526752,orange,orange
2024-11-11T21:27:04.992228,orange,orange
2024-11-11T21:27:08.127503,orange,orange
2024-11-11T21:27:14.626226,orange,pear
2024-11-11T21:27:16.177005,orange,orange
2024-11-11T21:27:18.793553,orange,orange
2024-11-11T21:27:22.647814,orange,orange
2024-11-11T21:27:23.640649,orange,orange
2024-11-11T21:27:27.310515,orange,orange
2024-11-11T21:27:29.923901,orange,orange
2024-11-11T21:27:37.038060,orange,orange
2024-11-11T21:27:40.068967,orange,pear
2024-11-11T21:27:42.385361,orange,pear
2024-11-11T21:27:43.824558,orange,orange
2024-11-11T21:27:46.058852,orange,pear
2024-11-11T21:27:51.855793,orange,pear
2024-11-11T21:27:53.579863,orange,orange
2024-11-11T21:27:55.441816,orange,orange
2024-11-11T21:27:58.409830,orange,pear
2024-11-11T21:28:01.372149,orange,orange
2024-11-11T21:28:04.371970,orange,orange
2024-11-11T21:28:08.149609,orange,pear
2024-11-11T21:28:12.608742,orange,orange
2024-11-11T21:28:15.302929,orange,orange
2024-11-11T21:28:17.019679,orange,pear
2024-11-11T21:28:20.633729,orange,orange
2024-11-11T21:28:24.698966,orange,orange
2024-11-11T21:28:29.861318,orange,orange
2024-11-11T21:28:33.545414,orange,orange
2024-11-11T21:28:36.553336,orange,orange
2024-11-11T21:28:38.020275,orange,orange
2024-11-11T21:28:39.392864,orange,orange
2024-11-11T21:28:41.904468,orange,pear
2024-11-11T21:28:45.286294,orange,orange
2024-11-11T21:28:48.440014,orange,orange
2024-11-11T21:28:52.439312,orange,orange
2024-11-11T21:28:58.168162,orange,orange
2024-11-11T21:29:01.662393,orange,orange
2024-11-11T21:29:04.065981,orange,orange
2024-11-11T21:29:06.571357,orange,orange
2024-11-11T21:29:07.978069,orange,orange
2024-11-11T21:29:12.047312,orange,orange
2024-11-11T21:29:15.048326,orange,orange
2024-11-11T21:29:16.535981,orange,orange
2024-11-11T21:29:19.805924,orange,pear
2024-11-11T21:29:24.509255,orange,orange
2024-11-11T21:29:30.405660,orange,orange
2024-11-11T21:29:32.924582,orange,orange
2024-11-11T21:29:35.980360,orange,orange
2024-11-11T21:29:38.027623,orange,pear
2024-11-11T21:29:39.768628,orange,orange
2024-11-11T21:29:43.311812,orange,orange
2024-11-11T21:29:46.711737,orange,orange
2024-11-11T21:29:48.607907,orange,orange
2024-11-11T21:29:51.788683,orange,orange
2024-11-11T21:29:56.215080,orange,pear
2024-11-11T21:30:02.025594,orange,orange
2024-11-11T21:30:05.396405,orange,orange
2024-11-11T21:30:08.670654,orange,orange
2024-11-11T21:30:10.365604,orange,orange
2024-11-11T21:30:11.881433,orange,orange
2024-11-11T21:30:15.838209,orange,orange
2024-11-11T21:30:18.544575,orange,orange
2024-11-11T21:30:20.061664,orange,orange
2024-11-11T21:30:23.291127,orange,orange
2024-11-11T21:30:26.538921,orange,orange
2024-11-11T21:30:33.569762,orange,orange
2024-11-11T21:30:35.448396,orange,orange
2024-11-11T21:30:38.662122,orange,orange
2024-11-11T21:30:40.553849,orange,orange
2024-11-11T21:30:42.543809,orange,orange
2024-11-11T21:30:48.152714,orange,orange
2024-11-11T21:30:49.571141,orange,pear
2024-11-11T21:30:51.514019,orange,pear
2024-11-11T21:30:54.480118,orange,orange
2024-11-11T21:30:57.753797,orange,orange
2024-11-11T21:31:01.272220,orange,orange
2024-11-11T21:31:04.331115,orange,orange
2024-11-11T21:31:09.192127,orange,orange
2024-11-11T21:31:11.421256,orange,orange
2024-11-11T21:31:13.157792,orange,orange
2024-11-11T21:31:16.195729,orange,orange
2024-11-11T21:31:20.179821,orange,orange
2024-11-11T21:31:26.052849,orange,orange
2024-11-11T21:31:29.334913,orange,orange
2024-11-11T21:31:32.405724,orange,orange
2024-11-11T21:31:33.642882,orange,orange
2024-11-11T21:31:35.287263,orange,orange
2024-11-11T21:31:40.006419,orange,pear
2024-11-11T21:31:41.758281,orange,orange
2024-11-11T21:31:44.570481,orange,pear
2024-11-11T21:31:47.083871,orange,orange
2024-11-11T21:31:51.193338,orange,orange
2024-11-11T21:31:57.223290,orange,orange
2024-11-11T21:32:00.383366,orange,orange
2024-11-11T21:32:03.458015,orange,orange
2024-11-11T21:32:04.609350,orange,orange
2024-11-11T21:32:06.178174,orange,orange
2024-11-11T21:32:10.610920,orange,orange
2024-11-11T21:32:12.184677,orange,orange
2024-11-11T21:32:15.250605,orange,orange
2024-11-11T21:32:18.271049,orange,orange
2024-11-11T21:32:21.593958,orange,orange
2024-11-11T21:32:24.677139,orange,orange
2024-11-11T21:32:27.508861,orange,orange
2024-11-11T21:32:30.823743,orange,orange
2024-11-11T21:32:34.171485,orange,orange
2024-11-11T21:32:37.408666,orange,orange
2024-11-11T21:32:40.476832,orange,orange
2024-11-11T21:32:43.352229,orange,orange
2024-11-11T21:32:49.641680,orange,orange
2024-11-11T21:32:51.240823,orange,orange
2024-11-11T21:32:52.635885,orange,orange
2024-11-11T21:32:58.147178,orange,pear
2024-11-11T21:32:59.647847,orange,orange
2024-11-11T21:33:02.711766,orange,orange
2024-11-11T21:33:06.141238,orange,orange
2024-11-11T21:33:12.786329,orange,orange
2024-11-11T21:33:15.536185,orange,orange
2024-11-11T21:33:18.830637,orange,orange
2024-11-11T21:33:21.080596,orange,orange
2024-11-11T21:33:22.686838,orange,orange
2024-11-11T21:33:26.800886,orange,pear
2024-11-11T21:33:29.155810,orange,orange
2024-11-11T21:33:30.614628,orange,orange
2024-11-11T21:33:34.258261,orange,orange
2024-11-11T21:33:39.152946,orange,orange
2024-11-11T21:33:44.041708,orange,orange
2024-11-11T21:33:47.313437,orange,orange
2024-11-11T21:33:50.424631,orange,orange
2024-11-11T21:33:51.913682,orange,orange
2024-11-11T21:33:53.371391,orange,orange
2024-11-11T21:33:56.218331,orange,orange
2024-11-11T21:33:59.340258,orange,orange
2024-11-11T21:34:02.320904,orange,orange
2024-11-11T21:34:05.575505,orange,orange
2024-11-11T21:34:08.355832,orange,orange
2024-11-11T21:34:14.175111,orange,orange
2024-11-11T21:34:15.474279,orange,orange
2024-11-11T21:34:20.801829,orange,orange
2024-11-11T21:34:22.420851,orange,orange
2024-11-11T21:34:23.729382,orange,orange
2024-11-11T21:34:27.745104,orange,orange
2024-11-11T21:34:32.153360,orange,orange
2024-11-11T21:34:37.287665,orange,orange
2024-11-11T21:34:40.216403,orange,orange
2024-11-11T21:34:42.890568,orange,orange
2024-11-11T21:34:45.725793,orange,pear
2024-11-11T21:34:47.405119,orange,orange
2024-11-11T21:34:51.315958,orange,orange
2024-11-11T21:35:58.079739,apple,apple
2024-11-11T21:36:01.449022,apple,apple
2024-11-11T21:36:04.578073,apple,apple
2024-11-11T21:36:10.658124,apple,apple
2024-11-11T21:37:28.139608,apple,apple
2024-11-11T21:37:30.564789,apple,apple
2024-11-11T21:37:33.883718,apple,apple
2024-11-11T21:37:39.564794,apple,apple
2024-11-11T21:37:42.981451,apple,apple
2024-11-11T21:37:43.665710,apple,apple
2024-11-11T21:37:46.084013,apple,apple
2024-11-11T21:37:49.187365,apple,pear
2024-11-11T21:37:50.783601,apple,apple
2024-11-11T21:37:53.527223,apple,apple
2024-11-11T21:37:58.198328,apple,apple
2024-11-11T21:38:00.800967,apple,apple
2024-11-11T21:38:02.343255,apple,apple
2024-11-11T21:38:05.396747,apple,apple
2024-11-11T21:39:52.874336,apple,apple
2024-11-11T21:40:03.897469,apple,apple
2024-11-11T21:40:07.223879,apple,apple
2024-11-11T21:40:13.447129,apple,apple
2024-11-11T21:40:17.373482,apple,apple
2024-11-11T21:40:20.522440,apple,apple
2024-11-11T21:40:23.315418,apple,apple
2024-11-11T21:40:24.721424,apple,apple
2024-11-11T21:40:25.785731,apple,pear
2024-11-11T21:40:31.397169,apple,apple
2024-11-11T21:40:33.326611,apple,apple
2024-11-11T21:40:35.751885,apple,apple
2024-11-11T21:40:38.741550,apple,apple
2024-11-11T21:40:41.793792,apple,apple
2024-11-11T21:40:44.983975,apple,apple
2024-11-11T21:40:48.079981,apple,pear
2024-11-11T21:40:53.623267,apple,pear
2024-11-11T21:40:55.331285,apple,apple
2024-11-11T21:40:57.359421,apple,apple
2024-11-11T23:43:14.534140,pear,pear
2024-11-11T23:43:28.017180,pear,pear
2024-11-11T23:43:40.035073,pear,pear
2024-11-11T23:43:50.151918,pear,pear
